Gene,logFC,p_value,adj_p
212869_x_at,-0.3940282121889158,6.368239046981701e-13,9.243939333649316e-11
226912_at,0.906321100199662,6.399635045971713e-13,9.246662926615687e-11
232968_at,2.2994489042782833,6.403998948791165e-13,9.246662926615687e-11
203016_s_at,2.2099399397505626,6.491561259608489e-13,9.337179974391796e-11
225075_at,1.4411000743693458,6.500903992870669e-13,9.337179974391796e-11
202345_s_at,-3.1869006513229685,6.62057791352747e-13,9.484108187464981e-11
1558802_at,0.4997696249332577,6.737469856514748e-13,9.626292337662786e-11
215592_at,0.6504870474292979,6.777423075845662e-13,9.658093317404188e-11
211943_x_at,-0.5055629917986426,7.172534267352358e-13,1.014170331030633e-10
218928_s_at,1.3834757454213813,7.14909250972756e-13,1.014170331030633e-10
209238_at,1.8016039942319013,7.155225107930485e-13,1.014170331030633e-10
239649_at,2.1847474789473975,7.322837935310511e-13,1.0327472136209622e-10
213308_at,2.733474487154974,7.426520985656327e-13,1.0446703321549915e-10
224909_s_at,1.6583584071657276,7.447393792095598e-13,1.0449133824647445e-10
241906_at,1.4750993327833726,7.511369683224502e-13,1.051187297283872e-10
1557945_at,0.7665189677731883,7.842017346051144e-13,1.094653362481139e-10
206848_at,2.596573868947966,8.05120886103891e-13,1.120987062312864e-10
200894_s_at,1.807427533880658,8.111012042698487e-13,1.126440015975676e-10
234594_at,0.7826607161719461,8.234119796813836e-13,1.1386318658274711e-10
203431_s_at,2.10918075784389,8.240524505796205e-13,1.1386318658274711e-10
238983_at,1.1478886434106341,8.308401101384523e-13,1.1451116760415805e-10
213153_at,1.0472070333981884,8.443736487114664e-13,1.1608329816882399e-10
212167_s_at,0.6596921080180973,8.815970651190074e-13,1.2089619652545303e-10
204914_s_at,1.6719943021628971,8.897142553042994e-13,1.2170354471241443e-10
35179_at,1.198255973718891,8.986565931408746e-13,1.226194454925895e-10
212319_at,1.0951063455718324,9.075474322497747e-13,1.2291074765449243e-10
228058_at,4.033542743295248,9.060369656604824e-13,1.2291074765449243e-10
204364_s_at,2.2359526865887984,9.033438169071655e-13,1.2291074765449243e-10
232079_s_at,0.9093622922929843,9.14140763775711e-13,1.2349724937157064e-10
237086_at,3.8064031500842743,9.368354280534462e-13,1.2625071809315813e-10
47553_at,0.5953775578178759,9.77239765078365e-13,1.3137135255717261e-10
213557_at,1.5610930993212664,9.947609666098903e-13,1.3339817886142803e-10
236370_at,0.5850014626108586,1.0119804635258495e-12,1.3504372058380767e-10
230006_s_at,1.1516517802211546,1.0118772568844465e-12,1.3504372058380767e-10
202870_s_at,3.8212638307839373,1.026745297433195e-12,1.366798331429423e-10
239758_at,2.076409288114254,1.031365839289822e-12,1.3696086652700536e-10
219850_s_at,1.4274247901589359,1.0526116036587224e-12,1.3944293377691604e-10
51228_at,1.473528139747173,1.0744739406749163e-12,1.4199446297359869e-10
225288_at,1.950001134195702,1.0985126155481523e-12,1.4482057981643143e-10
208952_s_at,1.4435985535480755,1.1020513761413323e-12,1.449370170082356e-10
213237_at,1.76442614763518,1.1054385486902752e-12,1.450330061273234e-10
241455_at,1.8101178111306577,1.1368467872810014e-12,1.487960690719659e-10
200910_at,1.5797656730090477,1.1433570689682057e-12,1.4929015662013324e-10
233874_at,0.7328551139830335,1.1660999092430294e-12,1.5189634116127756e-10
226961_at,2.056539882065049,1.1850499487294662e-12,1.53631451666759e-10
237054_at,1.4101146197635726,1.1833867870670984e-12,1.53631451666759e-10
1557737_s_at,0.7430578038229632,1.2174135305968038e-12,1.574531115792487e-10
219360_s_at,1.7212134061679887,1.2403208214360115e-12,1.5969862407563898e-10
239644_at,0.9517672741781649,1.2406276518087712e-12,1.5969862407563898e-10
232405_at,0.7702655292737588,1.2572078530137195e-12,1.6145211155208423e-10
203103_s_at,1.329196555306563,1.3009159766267233e-12,1.666729884702111e-10
219121_s_at,3.023505176696835,1.3213878705599254e-12,1.6853180956986764e-10
236470_at,0.3516264334564485,1.3216001483336695e-12,1.6853180956986764e-10
204129_at,0.4314089636968337,1.3250810307454094e-12,1.6858181253392468e-10
218590_at,1.541526460180994,1.340188246813956e-12,1.7010728912292767e-10
243681_at,2.443464041009619,1.3512446067987324e-12,1.7111271321222278e-10
239243_at,2.0050570775729644,1.373911588766882e-12,1.735338890900739e-10
1559528_at,1.0012045722958183,1.3799026707175302e-12,1.735338890900739e-10
201886_at,0.9872403634717166,1.3794735016308005e-12,1.735338890900739e-10
214964_at,0.7876811646397073,1.387168505047077e-12,1.74046597326355e-10
243546_at,1.2997230048320136,1.4146819380980478e-12,1.7668632837403514e-10
212443_at,1.2374194030429866,1.4121488215914869e-12,1.7668632837403514e-10
35254_at,1.1469719791148174,1.4264918907710738e-12,1.7775456827943938e-10
204913_s_at,2.055669735817873,1.4475293065244981e-12,1.7996515266697172e-10
231517_at,0.9677421096730736,1.4722292420684943e-12,1.8261999955194623e-10
238593_at,3.573741116347285,1.4935495191923219e-12,1.8484453335146881e-10
216135_at,0.7003825656792992,1.5132401008171436e-12,1.8685776348981647e-10
230408_at,1.6560267691419677,1.5485183573773046e-12,1.9078235536635644e-10
228994_at,1.0452192368744395,1.5546569530919848e-12,1.9110725640271947e-10
230424_at,2.0789401137109738,1.561583317794133e-12,1.9152731663345167e-10
235789_at,1.1401747114168543,1.5766487800640258e-12,1.9294151068859745e-10
218873_at,1.0151655582596142,1.6343526365890788e-12,1.995555538084907e-10
217979_at,1.7305162723959295,1.6524212729871742e-12,2.0131138539814058e-10
232855_at,1.26654166282579,1.6575787121824585e-12,2.0148995218754208e-10
201313_at,1.8801976797601787,1.6941493685366337e-12,2.0411695007805946e-10
1556088_at,1.2107237158484154,1.6876036632369837e-12,2.0411695007805946e-10
226473_at,1.8089085521572397,1.6907873797199614e-12,2.0411695007805946e-10
229672_at,0.9777864392607456,1.684111332176314e-12,2.0411695007805946e-10
212784_at,0.7158604654807696,1.7190599340789717e-12,2.0620785086174988e-10
214757_at,0.8058665471979634,1.715867406644599e-12,2.0620785086174988e-10
226072_at,0.6260906766979648,1.8108259644031444e-12,2.1673918927885795e-10
203408_s_at,-1.4902778474864222,1.843759470302053e-12,2.2019813595101916e-10
228191_at,2.4519073211775986,1.8526349429001105e-12,2.2029403605347524e-10
227794_at,1.2836535342477369,1.850861739278578e-12,2.2029403605347524e-10
212474_at,0.9393915474185501,1.91053064230252e-12,2.26684460709194e-10
207877_s_at,1.287705323656108,1.9455973977350327e-12,2.2934937445136144e-10
210163_at,1.5098243797805417,1.9404098470674005e-12,2.2934937445136144e-10
1553693_s_at,1.4637784302941146,1.9422215235776927e-12,2.2934937445136144e-10
1568620_at,0.8882888682935519,1.9617081361354463e-12,2.3075014733219076e-10
212279_at,2.092888389752827,2.0284378720036535e-12,2.380862593894353e-10
215248_at,1.527566374583711,2.0468041611563922e-12,2.3972644702093287e-10
220371_s_at,0.8538904708585973,2.0982760843238268e-12,2.4522871607346925e-10
211695_x_at,0.8759860643320145,2.16087460323306e-12,2.520050747219171e-10
240827_at,1.2803362778699126,2.1901783123970484e-12,2.543356215155713e-10
1553611_s_at,0.921026948131789,2.1899571289109956e-12,2.543356215155713e-10
65770_at,1.2484765763913988,2.1985291300192466e-12,2.5476331504738953e-10
217419_x_at,1.9612307367522628,2.217893895522651e-12,2.564627773807855e-10
202991_at,1.4951796101928743,2.222654678045323e-12,2.5646991474214736e-10
206043_s_at,1.7325696624027103,2.2399089402054223e-12,2.5791559081745093e-10
213326_at,1.2779317201589366,2.2815658373906344e-12,2.6215911966093356e-10
240120_at,0.9405726845723992,2.349554880393318e-12,2.694041088592162e-10
222640_at,1.556398463179299,2.4194365993342372e-12,2.768352833439483e-10
217617_at,2.9482244961838218,2.488341144497823e-12,2.8412378938398885e-10
1558695_at,1.4501406859225128,2.4997991686950176e-12,2.848361979712012e-10
226253_at,0.4763152557109711,2.5397174431721133e-12,2.887817465226891e-10
222037_at,1.029861010352941,2.577597739421898e-12,2.9247964037402864e-10
39313_at,1.2024823669717208,2.6153706431357774e-12,2.961500297338332e-10
1554565_x_at,1.9140201566747739,2.6419004310677997e-12,2.9829201073286834e-10
238299_at,1.8821551553523772,2.645217633058654e-12,2.9829201073286834e-10
220661_s_at,2.3572842508970586,2.693539489291571e-12,3.0311482842483435e-10
204320_at,4.941980449442309,2.72925028911235e-12,3.0650154635691967e-10
218689_at,1.9135694559615386,2.745056156808232e-12,3.0764357285921246e-10
224762_at,2.666402807434957,2.769857837011354e-12,3.097870305045957e-10
223295_s_at,1.4975844376702465,2.845612957914045e-12,3.169606318979401e-10
203707_at,1.296474520351813,2.844719245269082e-12,3.169606318979401e-10
201030_x_at,-2.5506993805938887,2.908329133915276e-12,3.232865494907574e-10
236949_at,2.039018897315611,2.9435079128717125e-12,3.253584509935389e-10
213520_at,1.9284173870463812,2.9448519538798477e-12,3.253584509935389e-10
1555310_a_at,1.1844122987590509,2.941721114380079e-12,3.253584509935389e-10
214782_at,1.7594172258823515,2.9688269056441617e-12,3.27344653905359e-10
231878_at,1.4816712495565598,3.0041654691510123e-12,3.305732805257925e-10
219663_s_at,1.0589825491600702,3.075902177801875e-12,3.3778604620170736e-10
227129_x_at,1.3573855588484154,3.1117193396038305e-12,3.410331924422439e-10
203628_at,2.270617923653847,3.159753444031997e-12,3.4560357359082636e-10
65517_at,3.548790975425903,3.1698865423513823e-12,3.460184751899922e-10
215629_s_at,1.3868035404179855,3.1884552882125644e-12,3.4735070094880947e-10
215720_s_at,0.5479416636809948,3.2007915982254834e-12,3.4748663197940297e-10
229396_at,1.7831063483116485,3.202436392855122e-12,3.4748663197940297e-10
229635_at,0.6137547046651592,3.2563017746353216e-12,3.5263034634488337e-10
243617_at,0.9348838077149333,3.3496798752656973e-12,3.620241146774782e-10
209302_at,1.278148486477943,3.3807698578377094e-12,3.646621305749493e-10
216484_x_at,1.0276190467024904,3.424788672813081e-12,3.6805229816255806e-10
235984_at,1.3231085773201339,3.425686939419548e-12,3.6805229816255806e-10
1560386_at,0.4760959878071236,3.606471659437579e-12,3.8671437465706017e-10
239127_at,0.7060472557550916,3.672069609291748e-12,3.929762494226163e-10
225314_at,1.912901537745478,3.759646816502509e-12,4.015611812091789e-10
244663_at,1.2567080400401585,3.776124353392519e-12,4.02533381023067e-10
238130_at,1.8340054631538463,3.793228767618474e-12,4.0356848520048475e-10
232612_s_at,1.297305054634613,3.925308869000153e-12,4.1680823494388983e-10
1567101_at,1.7873536865639164,3.954855299125068e-12,4.191301890698002e-10
228613_at,3.1673472655995463,3.983170929101202e-12,4.2131295763452424e-10
242550_at,2.047752925673075,4.002426851938026e-12,4.225308610288695e-10
226363_at,1.513579762412896,4.055988659210481e-12,4.273586969711368e-10
213213_at,1.2494107632567895,4.094191879725232e-12,4.3055279114359043e-10
1556938_a_at,1.1914705065005662,4.10357466441852e-12,4.3070961847942006e-10
209925_at,0.7284070526702493,4.145132799117966e-12,4.340016602735161e-10
222251_s_at,0.9010062239604082,4.150843120298566e-12,4.340016602735161e-10
236386_at,0.6077470708280535,4.308235007345243e-12,4.495968613114647e-10
220414_at,2.0474074937245463,4.343493085685917e-12,4.524112769535337e-10
215198_s_at,1.114675305877829,4.410101219444212e-12,4.5847412277342024e-10
224784_at,1.308576812835974,4.4994869872529676e-12,4.668773769530033e-10
237106_at,1.1254767070893656,4.516274644491791e-12,4.677300831531641e-10
1557246_at,0.7420059692013594,4.545595217961869e-12,4.697926447301723e-10
214157_at,1.4281033374417436,4.553405321868505e-12,4.697926447301723e-10
212127_at,1.261100879683256,4.6330949201867095e-12,4.771126182054158e-10
232264_at,2.6117590192867652,4.651717587818621e-12,4.781282377129049e-10
215123_at,1.9766831435288479,4.683125993059959e-12,4.804517548406382e-10
225911_at,3.3475326192647055,4.74966441950731e-12,4.863638543194924e-10
236134_at,0.9508483505022611,4.762731174029816e-12,4.867885856692385e-10
232176_at,2.187815813114822,4.7730658106630205e-12,4.869330072526673e-10
1562957_at,1.7049895561470594,4.790658206637925e-12,4.87815922127036e-10
209218_at,3.434199663247173,4.80603730989876e-12,4.884705965306599e-10
209341_s_at,1.4029076737104074,4.841411918026902e-12,4.911513402862273e-10
227437_at,0.8254729742748865,4.854592658888308e-12,4.91574791705872e-10
236961_at,0.42335947326527235,4.896646899631461e-12,4.949149835833065e-10
206949_s_at,1.9895497029111953,5.0636288631124065e-12,5.108462102029798e-10
203528_at,1.1168326737420826,5.08595590035074e-12,5.121520056923304e-10
225031_at,1.664825390513573,5.098583841934089e-12,5.124780985431319e-10
1565598_at,1.8870311251770384,5.122704207656669e-12,5.139560164516422e-10
228549_at,1.687440522114251,5.257600697605405e-12,5.265221806873494e-10
212290_at,1.238061863351244,5.290474310794087e-12,5.288439512982242e-10
204475_at,3.226987103069572,5.529457185121543e-12,5.517225661914967e-10
225224_at,2.0763865028693447,5.631220593351521e-12,5.599894706238251e-10
202145_at,2.135785500356901,5.6385337079916305e-12,5.599894706238251e-10
240417_at,1.0337582762697983,5.643089995109911e-12,5.599894706238251e-10
224318_s_at,0.6774414065967225,5.7322215546277044e-12,5.678020330853457e-10
213913_s_at,1.9129568031470607,5.755519568520268e-12,5.690769973374414e-10
205339_at,2.2071174290531683,5.7871669482443606e-12,5.711714012083706e-10
219707_at,0.6039490237918539,5.91397706820626e-12,5.81685187004251e-10
43427_at,-4.196642858111991,5.915009047204223e-12,5.81685187004251e-10
230269_at,1.3713720976990946,5.992378274269491e-12,5.882338378261773e-10
224980_at,0.49693954368269067,6.036727568221631e-12,5.915234361687045e-10
240529_at,0.5102335171380079,6.065667723429184e-12,5.93294047808318e-10
240478_at,2.90904864284502,6.1785517804372625e-12,6.032543427987216e-10
1563320_at,1.795092679071268,6.200895251310467e-12,6.043547534308464e-10
242874_at,2.8279805398749995,6.22376649211514e-12,6.055025871179185e-10
211946_s_at,1.0429900355277102,6.245877179537152e-12,6.065724743451214e-10
1566557_at,1.5543328002969456,6.3058462773167585e-12,6.113086749017253e-10
1554830_a_at,0.7978111220424213,6.3426069094811805e-12,6.137821675754847e-10
1559820_at,0.5803118414276018,6.3603927551397474e-12,6.144139401464996e-10
243462_s_at,2.2978459994027114,6.415430119858349e-12,6.186356192787081e-10
1555858_at,0.6252956960441165,6.553645575892995e-12,6.308490685831813e-10
218740_s_at,1.1646425290927631,6.580199030390588e-12,6.322899346473379e-10
1560089_at,1.007678091719455,6.626749472139211e-12,6.356438654479543e-10
239867_at,0.5788693781600682,6.711552872209277e-12,6.42648849495281e-10
202813_at,1.1423139132109696,6.748281911283673e-12,6.45034112847551e-10
229498_at,-2.022001127004529,6.801046011894026e-12,6.489410669286084e-10
1552326_a_at,0.6723877328687768,6.832109863293683e-12,6.507674070309004e-10
236496_at,1.9065885137392544,6.890626053638886e-12,6.551976992710048e-10
232525_at,1.2963722229756787,7.052530397719573e-12,6.671058172913979e-10
204199_at,1.3607862955554313,7.049201843787678e-12,6.671058172913979e-10
231332_at,0.4798787728450238,7.033283008530913e-12,6.671058172913979e-10
243410_at,0.6283430138065591,7.169935501857312e-12,6.759190273774089e-10
236408_at,1.2109592517166292,7.17047063616995e-12,6.759190273774089e-10
227452_at,1.004450191463233,7.186342552282926e-12,6.762472244156031e-10
241473_at,0.565749949718326,7.225637490657913e-12,6.787746447549366e-10
200612_s_at,1.0704217878336992,7.2728421946181275e-12,6.820351445705546e-10
244646_at,2.7126108094694574,7.464694653567058e-12,6.988260197204742e-10
240263_at,0.5426770595113135,7.53776679924485e-12,7.04458517356138e-10
219463_at,0.8572768829705906,7.581756608861612e-12,7.073584512052273e-10
235555_at,1.1149295081351798,7.728394340020083e-12,7.198089329077749e-10
208794_s_at,2.0139454042522615,7.810352453459612e-12,7.25014574129805e-10
1567862_at,0.7081482701866526,7.81085343425723e-12,7.25014574129805e-10
215378_at,1.0163558062669669,8.016212509760384e-12,7.428130094570662e-10
206048_at,0.6459634312539588,8.138270772970422e-12,7.528452212168689e-10
202189_x_at,1.0942833537731893,8.391718697526977e-12,7.749773515944584e-10
55616_at,1.8326424136153854,8.636141988133624e-12,7.96202691841799e-10
1555842_at,2.8007107112573504,8.683586011543126e-12,7.992267131939498e-10
1559044_at,0.9908616541097279,8.91803975256088e-12,8.1942372332495e-10
209873_s_at,0.870511540300341,9.128688904446205e-12,8.373692633878477e-10
215392_at,0.5742159304321257,9.197245900861935e-12,8.422424228576234e-10
230395_at,1.7811964385639114,9.253790294182084e-12,8.460010393068073e-10
218670_at,1.3589049495039625,9.355695448141749e-12,8.538871268630911e-10
201680_x_at,1.2479797693320185,9.610575747436067e-12,8.743231014059785e-10
216306_x_at,0.9194933370203637,9.611642955048409e-12,8.743231014059785e-10
225786_at,2.0534884980073542,9.719110382621428e-12,8.825556018455146e-10
232498_at,0.6277771334168567,9.73448528391872e-12,8.825556018455146e-10
200896_x_at,1.2559981143025976,1.0519378085703672e-11,9.510964430406895e-10
49452_at,-4.2529349539677535,1.0525334864995263e-11,9.510964430406895e-10
218399_s_at,1.4077673755757907,1.062362915128257e-11,9.583918271865314e-10
222746_s_at,2.51044805393948,1.0667688190244895e-11,9.591956404207185e-10
225656_at,2.037657377104636,1.0659244017507719e-11,9.591956404207185e-10
240052_at,1.2164542745503404,1.0907005033824389e-11,9.791010324689167e-10
