Gene,logFC,p_value,adj_p
243869_at,0.9278684541555426,4.345500861461757e-06,4.5184433514521095e-05
242417_at,0.8416464563829207,4.350694109867281e-06,4.522981596618025e-05
237234_at,0.17638896668721582,4.359108514855568e-06,4.530866189912437e-05
1563104_at,0.19166239285067777,4.368958208887737e-06,4.540239338973416e-05
213317_at,-2.2704159514875566,4.3738166330727974e-06,4.544422958623267e-05
232619_at,0.588518518115384,4.377466519803293e-06,4.5473495467138166e-05
210135_s_at,-1.5156228753178733,4.38168801880118e-06,4.5500880273462136e-05
210926_at,0.5921399447019207,4.3817700345795455e-06,4.5500880273462136e-05
241351_at,0.5288845274315639,4.395577846545024e-06,4.563490730783457e-05
208866_at,1.1110489846798668,4.396349193363641e-06,4.563490730783457e-05
211250_s_at,0.6726184316323534,4.397311148657731e-06,4.5636213193114714e-05
209896_s_at,-1.4630920420899285,4.405465764161298e-06,4.571215131980219e-05
235085_at,0.7772222839389133,4.412297869472974e-06,4.577434050902213e-05
204514_at,0.6917565665537344,4.413337877359309e-06,4.5776428735916706e-05
239571_at,1.0548556327816758,4.416626017281313e-06,4.579312906481702e-05
221560_at,0.5873963610322397,4.415907779458671e-06,4.579312906481702e-05
227769_at,1.7496775837477365,4.429618329546274e-06,4.591911468343896e-05
239307_at,0.40822618282070655,4.435998124331163e-06,4.597651758979691e-05
229143_at,0.5431903230328081,4.437738367887578e-06,4.598582160260796e-05
222896_at,0.4076923673976225,4.443944747117642e-06,4.604139338514308e-05
209967_s_at,-0.837153939325793,4.448391833830052e-06,4.6069976830855863e-05
238311_at,0.9679208579649319,4.447976731654668e-06,4.6069976830855863e-05
226857_at,0.7144908462228496,4.4496513494939e-06,4.607427831607429e-05
238452_at,0.613597023648754,4.45989245270565e-06,4.617156111081595e-05
227899_at,-2.503427149558258,4.465657654637141e-06,4.622247850036801e-05
218665_at,-3.0532373754553177,4.4733628389055e-06,4.6293452860186436e-05
212701_at,-3.54855253969683,4.476050283799765e-06,4.6312483116494285e-05
229513_at,1.8886434856363117,4.496832899589533e-06,4.6518696517569584e-05
238653_at,1.0895712596464904,4.49866398673992e-06,4.652881973323443e-05
240265_at,0.4748884306408345,4.5011627763487165e-06,4.6545843723064913e-05
202553_s_at,-0.5326468453467186,4.512514853254066e-06,4.665439442617042e-05
234120_at,0.96160803303846,4.520641053941899e-06,4.6729558349071004e-05
235990_at,1.0756367148710417,4.529486785416374e-06,4.681213013846625e-05
202830_s_at,0.6447925316193457,4.548744549103829e-06,4.700225837666375e-05
209248_at,-1.0534036087941203,4.550614667539147e-06,4.7003784621426774e-05
209771_x_at,4.169744939316741,4.550078875693216e-06,4.7003784621426774e-05
208812_x_at,0.9529303382409537,4.5525001967882526e-06,4.701436295941457e-05
223551_at,2.443556850232464,4.56132681558768e-06,4.709660542337495e-05
220399_at,0.3247119086312207,4.562314535348765e-06,4.7097893895366046e-05
204894_s_at,-4.4058525465599505,4.569159083343856e-06,4.7159631923189164e-05
205473_at,0.45356458545588163,4.587126901275321e-06,4.733613143216217e-05
1555216_a_at,-2.6382292687341615,4.58980715499937e-06,4.7354836429623935e-05
219857_at,1.6327824972641412,4.596090566247329e-06,4.741070251657777e-05
212988_x_at,0.7650503352036218,4.59728768459177e-06,4.741409004862702e-05
202719_s_at,1.948432368791294,4.612391226711501e-06,4.755836159976483e-05
221821_s_at,0.8620286743472851,4.613019042290166e-06,4.755836159976483e-05
202329_at,1.522153408205316,4.6215412442563476e-06,4.763722371487577e-05
218091_at,-0.6196572578031692,4.622770354724639e-06,4.7640895617544576e-05
227006_at,-3.856119042356335,4.62846181178432e-06,4.7690545068034056e-05
216194_s_at,0.735015612605773,4.630431322333522e-06,4.770183298256725e-05
218459_at,0.8817574708467166,4.632327259453453e-06,4.77123588401038e-05
219531_at,0.35246111040610817,4.640524148340415e-06,4.7787767451371985e-05
215146_s_at,-1.2416451597415161,4.6528053148789425e-06,4.790519926066361e-05
228880_at,-1.654585854157241,4.656565714835495e-06,4.793487366088391e-05
1555826_at,1.23936645578224,4.6625859144871375e-06,4.798779495130935e-05
229909_at,1.0824923996793014,4.663702192742133e-06,4.799023415868644e-05
201440_at,0.58752119095249,4.666684187328489e-06,4.8011867344053084e-05
223448_x_at,-0.6381457572290721,4.67323427510018e-06,4.806405121363618e-05
227488_at,0.5415563109915174,4.673517649476305e-06,4.806405121363618e-05
225496_s_at,1.9041888116555468,4.688966512614268e-06,4.821384764355202e-05
201498_at,0.6524838074977382,4.6944417996112605e-06,4.826105462064098e-05
38290_at,0.6214981945814468,4.7013804407727505e-06,4.83232849485755e-05
236617_at,1.3947221431493197,4.70230931213478e-06,4.832373186725742e-05
213453_x_at,0.7787632910118774,4.706123988817136e-06,4.8353829289467334e-05
238962_at,0.19525177955090944,4.729780261004811e-06,4.858774268123124e-05
241484_x_at,-1.86928447563292,4.733110353780912e-06,4.860456836404623e-05
210202_s_at,-2.2436616332658392,4.733199231479245e-06,4.860456836404623e-05
214225_at,0.11886423850395689,4.736181309193083e-06,4.8626042075705284e-05
229778_at,-5.0329226141866545,4.743609762666664e-06,4.869314975297797e-05
229256_at,0.962736267856898,4.7510459846740416e-06,4.876031192130961e-05
242106_at,0.23829582339931976,4.759687703753313e-06,4.8839818609353654e-05
238064_at,0.7731260082205917,4.769391296042362e-06,4.8930189388476704e-05
208523_x_at,0.5830587480627853,4.770645554229603e-06,4.89338589934782e-05
201055_s_at,0.6276703888371049,4.776764543103895e-06,4.898741676025319e-05
221261_x_at,1.3132267154168566,4.789662347071162e-06,4.911046049986792e-05
218491_s_at,-1.637617207105201,4.800294532402957e-06,4.921023202179207e-05
203125_x_at,0.2116275831153862,4.807357563156638e-06,4.927338374451195e-05
220037_s_at,-2.6302044139083742,4.815214714910916e-06,4.9344649629200694e-05
237825_x_at,0.29393165256504394,4.829528251795757e-06,4.948203913173655e-05
218349_s_at,1.0659182553608586,4.8407058587682216e-06,4.958725320302379e-05
218280_x_at,1.4893469925537373,4.846803250727323e-06,4.9640396813932555e-05
209210_s_at,-3.1487636460571284,4.852165381514107e-06,4.9685991436708904e-05
201116_s_at,-1.9698910420169682,4.8571567329029244e-06,4.972777289910124e-05
208737_at,0.6818441373625532,4.859546512050994e-06,4.974290867990082e-05
201762_s_at,1.2118781811962656,4.861519342548698e-06,4.9746244507833686e-05
205022_s_at,-1.970410292815612,4.861695307806755e-06,4.9746244507833686e-05
232889_at,2.916813463762443,4.867033099393787e-06,4.9791527559852586e-05
209214_s_at,0.6262052019032787,4.86906342953556e-06,4.9802963440896054e-05
230441_at,0.8379043462567846,4.872651818767898e-06,4.9830328577203134e-05
239636_at,0.19691840201922917,4.8762057128202535e-06,4.984172191667671e-05
228011_at,-2.0196337257743187,4.8749618197027735e-06,4.984172191667671e-05
238717_at,1.0029591856934417,4.876505524744932e-06,4.984172191667671e-05
201984_s_at,-2.0940098613195737,4.883211375023559e-06,4.990091623991965e-05
219607_s_at,-3.0565308373461546,4.885811592040351e-06,4.990879859291977e-05
213178_s_at,0.8557404925469445,4.884898695599787e-06,4.990879859291977e-05
211951_at,0.8701245749762467,4.88908636045107e-06,4.993290502751851e-05
205756_s_at,-2.1985946719032796,4.896622084108512e-06,4.997010714333522e-05
230712_at,1.5853579350118787,4.894689126138776e-06,4.997010714333522e-05
1554079_at,0.8363511298535076,4.893672618348834e-06,4.997010714333522e-05
225270_at,0.7471994544649325,4.896858301852563e-06,4.997010714333522e-05
209215_at,1.6224145378919674,4.897306713382438e-06,4.997010714333522e-05
213518_at,1.1491108674745512,4.900058602181812e-06,4.998884083149179e-05
242932_at,1.1492945406917423,4.902348867738941e-06,5.0002859064160655e-05
244876_at,-2.09546862130034,4.907496832137103e-06,5.004601449947887e-05
225429_at,-1.3719040894128938,4.909064012003697e-06,5.005264425764054e-05
210247_at,-1.8877334437386883,4.91685909770375e-06,5.011339919581195e-05
1557626_at,0.38039761666063177,4.916557709862066e-06,5.011339919581195e-05
220295_x_at,0.35945670087273474,4.919287835041383e-06,5.01194345246824e-05
203739_at,1.2570996043376725,4.9190760293572745e-06,5.01194345246824e-05
210948_s_at,0.3190162648597301,4.929857039212704e-06,5.0217743065171734e-05
204123_at,1.041659948281671,4.93561775953746e-06,5.0267042675460915e-05
214494_s_at,0.7360502113331435,4.939288273631963e-06,5.0295040053462485e-05
227281_at,-2.8065524259977357,4.957708111370762e-06,5.0473186161258124e-05
236936_at,-2.648284517768667,4.961640338902946e-06,5.0503798593245786e-05
225720_at,-2.836880708772058,4.969193468750555e-06,5.0571249362471855e-05
1554464_a_at,-2.9796039733218316,4.976238587399791e-06,5.063350593991297e-05
219661_at,0.7978433963648182,4.979329935749658e-06,5.0655516973584454e-05
219514_at,-2.0249479996996635,4.985518934059942e-06,5.070902681737935e-05
219957_at,0.9326154068716077,4.992603812671428e-06,5.077162725764745e-05
225926_at,-3.122408321944572,4.99799617663987e-06,5.0816995775862045e-05
216111_x_at,0.6075467689230774,5.008241343879121e-06,5.091167895466167e-05
218330_s_at,1.2510548384225118,5.014512451556008e-06,5.095982415184618e-05
204039_at,-3.1957324669338227,5.01607302248372e-06,5.095982415184618e-05
206516_at,0.41940540634219303,5.016991743862959e-06,5.095982415184618e-05
236314_at,0.871722527776583,5.018578528539347e-06,5.095982415184618e-05
228327_x_at,0.6798979072828057,5.015829708557746e-06,5.095982415184618e-05
223531_x_at,1.0822718641425348,5.018579578522385e-06,5.095982415184618e-05
208140_s_at,0.8090967071894788,5.021805692343115e-06,5.0983097634374045e-05
205315_s_at,-1.5050743576436663,5.025542454884048e-06,5.101154577740682e-05
211071_s_at,1.6233415904400488,5.040918402995958e-06,5.1158104410025365e-05
224601_at,-0.9188147582833714,5.044753352182825e-06,5.118750570901402e-05
244534_at,-1.130670288398755,5.045780568654663e-06,5.1188412203829526e-05
243491_at,0.27044651537387265,5.047859140519893e-06,5.119998216510597e-05
211733_x_at,-0.7851526175158359,5.067924356179308e-06,5.139395084279272e-05
213357_at,-0.8108090120231868,5.071020110880863e-06,5.1415791683404544e-05
241925_x_at,-3.4671208940345064,5.073344384342952e-06,5.142980370599071e-05
235658_at,-2.0702478419123325,5.079812755464444e-06,5.1485812512626536e-05
201544_x_at,0.5814612769236405,5.089621388433953e-06,5.156803790293416e-05
227211_at,1.228101737300337,5.08981513371638e-06,5.156803790293416e-05
236436_at,0.5831166932873297,5.095528920504315e-06,5.161634613069878e-05
208389_s_at,0.644404183054299,5.104921314380936e-06,5.170189282197015e-05
221125_s_at,0.36099007459445787,5.111727695417687e-06,5.1761221871651566e-05
204054_at,-1.1192008177811092,5.1214239963974135e-06,5.1849786737038476e-05
223038_s_at,2.0336129258438893,5.129941617439709e-06,5.192638789655821e-05
220354_at,0.30702236233144653,5.133831338841937e-06,5.195612472513519e-05
210132_at,0.7382021710429827,5.136808447757838e-06,5.197661629035503e-05
215191_at,1.7736080932782787,5.142281100580914e-06,5.202234665219754e-05
221649_s_at,0.9382842181334841,5.151554406694404e-06,5.210650258765269e-05
229364_at,0.3139325925214922,5.155774634930578e-06,5.213952636647694e-05
228886_at,0.5352084721708152,5.160168405908267e-06,5.2174292594677164e-05
232997_at,0.7525902914247737,5.161212550752772e-06,5.21751842577395e-05
206914_at,0.3901692066487561,5.166530111516016e-06,5.221926795489493e-05
235607_at,0.5694862786159485,5.181576316164907e-06,5.236164668764385e-05
239531_at,0.25712104796154023,5.188724877936472e-06,5.242417902867359e-05
203624_at,0.817857571471718,5.192699028728536e-06,5.2454621560054554e-05
214724_at,-2.3351423749677567,5.214068288272218e-06,5.266073891665606e-05
236139_at,1.3263914936210393,5.217898028628356e-06,5.268266902690455e-05
216894_x_at,-2.487622412680431,5.2181701526126534e-06,5.268266902690455e-05
220326_s_at,-2.509465070718326,5.220712498108858e-06,5.269858839176686e-05
213044_at,-0.7069756881244356,5.234861643416697e-06,5.2831640835066554e-05
212322_at,1.1781777405650464,5.2358557296214985e-06,5.283190420909813e-05
220968_s_at,0.6445701594587128,5.251764863938381e-06,5.2982638541385005e-05
238504_at,-2.082789970904974,5.254599683474592e-06,5.300144079178705e-05
225337_at,1.1434794069638032,5.260484252680018e-06,5.305099224446096e-05
201861_s_at,1.6841957904892553,5.263977679927487e-06,5.30764156277041e-05
204619_s_at,1.4823019735882363,5.270360854273413e-06,5.3130961408457444e-05
209333_at,0.4780040174705893,5.279026114027165e-06,5.320080971296198e-05
240232_at,0.5098038183591629,5.279239000447097e-06,5.320080971296198e-05
233105_at,1.3483196710254521,5.283936053072992e-06,5.3238313797428615e-05
201928_at,0.7749979939841634,5.285527900690873e-06,5.324452330967279e-05
225975_at,-2.8865924897109725,5.287263824427725e-06,5.3252181633777596e-05
203692_s_at,1.0259527937980817,5.288683429924584e-06,5.3253849909896794e-05
208954_s_at,0.8185601399270395,5.289380904039109e-06,5.3253849909896794e-05
205608_s_at,-3.41132680292647,5.292491543155904e-06,5.327534045258319e-05
213800_at,-3.1625463689417437,5.297251319284703e-06,5.3313420570761535e-05
219289_at,0.5071083778144772,5.300038957733999e-06,5.333164201219836e-05
201550_x_at,0.7916101048529409,5.309086171385836e-06,5.3412832101026276e-05
218634_at,-1.2952555488263577,5.329517517871595e-06,5.360850287650456e-05
230393_at,-1.0760783099677607,5.3326569649293476e-06,5.3630197989474635e-05
224397_s_at,-2.3398957036069,5.33500512725345e-06,5.3643928673612024e-05
1560133_at,1.3812280613569001,5.343970240968197e-06,5.372417605117024e-05
225894_at,-3.0013831697601794,5.357172558419484e-06,5.3846983621726894e-05
203764_at,2.0825619103042983,5.360199065166711e-06,5.3867483847861155e-05
1556818_at,1.7601509875412935,5.363259136375487e-06,5.388831377103051e-05
232588_at,0.5782552492652719,5.364251675233414e-06,5.3888365945622034e-05
206188_at,1.2080720261764721,5.381416347008574e-06,5.405085071832553e-05
1562095_at,0.18741968878054394,5.385162966936903e-06,5.4078529820137855e-05
230389_at,1.767923604933821,5.397885984330736e-06,5.419632434488361e-05
225562_at,-2.018749536286765,5.415122967110034e-06,5.435938871103523e-05
207732_s_at,0.4222632827177586,5.4178142373019096e-06,5.4371026610999054e-05
239173_at,0.4582977081249977,5.418274679587824e-06,5.4371026610999054e-05
223338_s_at,0.43047599997511377,5.434883765611368e-06,5.452766930943067e-05
242068_at,2.268050335170245,5.447677887065406e-06,5.464206128219013e-05
239183_at,-1.9664720155769273,5.448287757153459e-06,5.464206128219013e-05
228692_at,-3.047663001781677,5.466143011743042e-06,5.481106364834164e-05
225665_at,-2.9786236637958092,5.469868665244055e-06,5.483572553879148e-05
228497_at,0.9397893432607471,5.470611875606362e-06,5.483572553879148e-05
223467_at,-2.696998105666289,5.472098683451088e-06,5.484055711422639e-05
210847_x_at,0.25405481751640346,5.484965334080707e-06,5.495941306568586e-05
216603_at,0.553523545626696,5.491800246723785e-06,5.500770153531611e-05
216483_s_at,0.5947780612251092,5.491595595273252e-06,5.500770153531611e-05
236594_at,0.6339925005169649,5.5007358065793165e-06,5.508709350225551e-05
243009_at,0.9359022156035053,5.50177998340524e-06,5.508744261865247e-05
229163_at,1.1057366271097266,5.5232906918516776e-06,5.5292678406194555e-05
37022_at,-1.2186773501945685,5.528034832726948e-06,5.533002258122209e-05
225575_at,-2.2589253687115365,5.551717271197054e-06,5.55457044824538e-05
219876_s_at,0.981549786920247,5.550767046443949e-06,5.55457044824538e-05
221944_at,0.1804707921662918,5.5526367954024065e-06,5.55457044824538e-05
225422_at,-1.060036070348981,5.553869240433203e-06,5.554785216668568e-05
1557077_a_at,0.3646580782941182,5.556247260981343e-06,5.556145460921596e-05
1558561_at,0.28316370141742153,5.558847220747065e-06,5.557727101321745e-05
212847_at,1.4072903895690043,5.562811229257367e-06,5.5606716864768836e-05
203769_s_at,-2.415265077949095,5.577755354786115e-06,5.573908136188929e-05
205393_s_at,0.4094971962369902,5.5780952820432635e-06,5.573908136188929e-05
208987_s_at,0.852940570611989,5.580676620524831e-06,5.5754667631635504e-05
232288_at,1.4519943283574621,5.59640083299841e-06,5.590153020941073e-05
237119_at,0.30608042942025104,5.599819857863018e-06,5.592544703061402e-05
218268_at,-0.9670846395401558,5.608395588698107e-06,5.599511773340445e-05
213811_x_at,1.2772642150514715,5.6094796983000115e-06,5.599511773340445e-05
230120_s_at,0.5483407811945695,5.609873829975916e-06,5.599511773340445e-05
240170_at,0.2922860472268094,5.643802082003301e-06,5.632347299938895e-05
243450_at,1.5432635556815617,5.64618759734934e-06,5.633697858788476e-05
217525_at,-2.408511677353506,5.649678316019313e-06,5.636150480899618e-05
239765_at,0.4467670697160617,5.6530761553187564e-06,5.6385095665413453e-05
227798_at,0.7550549248320184,5.659150650808501e-06,5.643537061401008e-05
213150_at,-3.044586648977373,5.672308963131891e-06,5.655625701475621e-05
212256_at,1.4595205023455904,5.674080976428321e-06,5.656359189269065e-05
212154_at,-2.1445273458184344,5.689644543132462e-06,5.669887954687954e-05
234312_s_at,-2.250164459881221,5.689831864359619e-06,5.669887954687954e-05
203457_at,-1.1692177934225096,5.690768650173256e-06,5.669887954687954e-05
235699_at,0.36307370195701205,5.7040663186504325e-06,5.682099573017375e-05
220266_s_at,-2.794666549643099,5.717948846839734e-06,5.69488923561434e-05
223637_s_at,1.0586241046091631,5.72583978666954e-06,5.697549858097299e-05
239605_x_at,0.47725920448981674,5.725604789258516e-06,5.697549858097299e-05
239516_at,1.3808619071849577,5.723854213979355e-06,5.697549858097299e-05
209871_s_at,0.7860043563772612,5.723940949087781e-06,5.697549858097299e-05
213242_x_at,0.8111415914966038,5.724295219173182e-06,5.697549858097299e-05
225201_s_at,0.8631377527403856,5.7299490133422985e-06,5.7005994750129295e-05
203088_at,-2.8988752871464945,5.732144067341671e-06,5.701743959384747e-05
225174_at,0.9801329930520328,5.7373070625909144e-06,5.703568365821658e-05
204392_at,-2.438089781716629,5.736523505605952e-06,5.703568365821658e-05
203781_at,-0.5469262157104051,5.735908730869141e-06,5.703568365821658e-05
201623_s_at,-0.8472278028116538,5.738158247077946e-06,5.703568365821658e-05
211944_at,1.3075246813902668,5.7408351324123646e-06,5.705190107282128e-05
236587_at,0.48630494350113374,5.750485935339172e-06,5.713740612868681e-05
225177_at,1.0075621592748876,5.753662155286178e-06,5.7155659474831756e-05
212967_x_at,-0.6728366665050896,5.754417428208661e-06,5.7155659474831756e-05
221796_at,-3.71258876705034,5.758769627195064e-06,5.718848025521823e-05
200594_x_at,0.5133824317166287,5.7667638794614165e-06,5.7257450568878415e-05
1567214_a_at,1.0828162027352954,5.768079917408443e-06,5.726010072976272e-05
202074_s_at,-1.4862993758851815,5.770387574580711e-06,5.727259200455367e-05
213844_at,-1.7716122116515836,5.77340927519164e-06,5.728174965109698e-05
234725_s_at,1.8858877822924196,5.772948377201587e-06,5.728174965109698e-05
218808_at,0.6115890323314463,5.77925299692998e-06,5.732930740084359e-05
219476_at,2.1001485339349535,5.781172739821751e-06,5.733792966867733e-05
235322_at,1.4347410030503394,5.785058466934393e-06,5.736604398016211e-05
242849_at,0.6926317040888001,5.7910443255167535e-06,5.741496970797073e-05
206953_s_at,-1.7770704343348394,5.801608091641873e-06,5.750925681687646e-05
219147_s_at,-1.4060090703416277,5.807895280717198e-06,5.7561125209054645e-05
200671_s_at,-2.7521107136029417,5.81220574131306e-06,5.759338728306564e-05
41858_at,1.2870259399999968,5.832265301580065e-06,5.777617731017341e-05
226892_at,0.4607697402918518,5.832769691255895e-06,5.777617731017341e-05
232645_at,0.23796868441685426,5.844644206494571e-06,5.787279320505573e-05
225345_s_at,1.0669367135084808,5.843932228707674e-06,5.787279320505573e-05
237910_x_at,0.24085535808654024,5.8457502501215795e-06,5.787324558341841e-05
209322_s_at,0.33366153088348405,5.850892208762844e-06,5.7903145215243385e-05
243586_at,0.5284059003003385,5.850728726543706e-06,5.7903145215243385e-05
230808_at,0.42954583362387133,5.852075563222416e-06,5.790435681020962e-05
220099_s_at,0.8636751187381231,5.856485494433295e-06,5.793748809147631e-05
235183_at,-1.8793696719841635,5.865452878252123e-06,5.801568550962715e-05
240392_at,1.9560887233919644,5.869401443770261e-06,5.8044222032893104e-05
209004_s_at,-1.6043204043947927,5.8719734719368e-06,5.805913770377511e-05
244614_at,0.12059268096153897,5.873739219321134e-06,5.8066077314132983e-05
230469_at,0.3220286420752263,5.899272654906037e-06,5.8307932312951215e-05
244476_at,0.5536323214242063,5.906384874591015e-06,5.836765889377205e-05
204595_s_at,1.5212614166029406,5.909109802958283e-06,5.838401591883782e-05
210085_s_at,0.7465810789411771,5.925259015661896e-06,5.853297951417387e-05
239497_at,0.2758383291798645,5.955930726625026e-06,5.882532448940777e-05
205811_at,0.8002226942177604,5.9637361371038135e-06,5.889175947656759e-05
207943_x_at,-1.5850149003020348,5.964821252565818e-06,5.889181967145256e-05
209939_x_at,-1.2390548700995474,5.979475957919058e-06,5.902583076637082e-05
240260_at,0.9790013854519213,6.019992612927318e-06,5.941504101644848e-05
228501_at,-3.0618642412177595,6.021130921900032e-06,5.941553147466676e-05
213600_at,1.2505747244626662,6.0417869533088146e-06,5.9597811336461555e-05
210235_s_at,1.132453273406676,6.041133833269833e-06,5.9597811336461555e-05
219653_at,0.21778577060859527,6.04976740357774e-06,5.9665749027804386e-05
243966_at,0.7384819505101818,6.057675991387611e-06,5.97286893530569e-05
243357_at,-2.5338009390424214,6.058337900264259e-06,5.97286893530569e-05
214212_x_at,-2.1885298315989834,6.076585663773979e-06,5.989777297148636e-05
1556665_at,1.1046105030226259,6.079640904859683e-06,5.991706770428614e-05
225293_at,2.4162802385220585,6.084308283681153e-06,5.9946081990833846e-05
227946_at,0.6408378769032801,6.084781586859772e-06,5.9946081990833846e-05
218288_s_at,-0.7817929759406095,6.092583404935062e-06,6.000128286863059e-05
227440_at,0.43415080027318664,6.092504325743739e-06,6.000128286863059e-05
244550_at,0.5562879821300895,6.094568702894837e-06,6.00100063567197e-05
244766_at,1.6133049733105214,6.110250289069194e-06,6.0153562504889535e-05
238154_at,0.22298880481334749,6.1133363510732334e-06,6.01730901181652e-05
204119_s_at,-1.4801902476855187,6.132207032858116e-06,6.0347949449398324e-05
221880_s_at,1.9684806713382335,6.145790744271315e-06,6.047072526258952e-05
236565_s_at,-3.5017734379253396,6.148063917055216e-06,6.048218827126111e-05
217752_s_at,0.7873482485763574,6.150980277804856e-06,6.049997343346751e-05
203832_at,0.7431292627613146,6.158490073997869e-06,6.056292427905039e-05
218723_s_at,-3.0432845424298653,6.164246433068439e-06,6.060861215464643e-05
212243_at,-1.098672769389708,6.168039582186017e-06,6.063498421400047e-05
222491_at,0.42404168474208204,6.169692620890651e-06,6.064031218361081e-05
1557116_at,-2.5501717358772584,6.189711130530258e-06,6.0804219545214354e-05
236154_at,-2.5144850624536215,6.1887194906730286e-06,6.0804219545214354e-05
213535_s_at,0.859026214295814,6.187756841114856e-06,6.0804219545214354e-05
235534_at,-1.0543484885429844,6.196155820913076e-06,6.085657522937102e-05
209494_s_at,0.9913245971578064,6.1997686630966616e-06,6.0863396794945964e-05
218035_s_at,1.4862051732330288,6.200195792885534e-06,6.0863396794945964e-05
224846_at,0.5664311118993188,6.198738461054905e-06,6.0863396794945964e-05
227498_at,-1.938743896888007,6.209422336911967e-06,6.094300696391265e-05
236708_at,0.34148389125622103,6.216957280752976e-06,6.100598910935215e-05
223261_at,-1.0003043498337059,6.218797705983575e-06,6.1013079272852334e-05
230461_s_at,1.5791396665378992,6.225626633144572e-06,6.106910064888526e-05
237322_at,0.4409692835904968,6.2310649156955354e-06,6.111146307884036e-05
221590_s_at,-2.141974849846719,6.239882650516436e-06,6.1186653984729e-05
213939_s_at,1.01527593505826,6.24097368462204e-06,6.1186653984729e-05
230945_at,0.37741374031617925,6.252136821284625e-06,6.128508900303405e-05
211699_x_at,-4.991886473177035,6.270268294909041e-06,6.14517818760712e-05
228711_at,0.9876611834909497,6.2784848949072965e-06,6.149917930350778e-05
242396_at,0.4874358829502268,6.277088406078518e-06,6.149917930350778e-05
237299_at,0.17109997195305704,6.278460773710437e-06,6.149917930350778e-05
204224_s_at,1.7169518875079213,6.284772422033678e-06,6.154972080067757e-05
237951_at,0.19939651614083465,6.294249913225081e-06,6.163147937099241e-05
215457_at,0.1157821354937818,6.296913160196546e-06,6.163544178091235e-05
212122_at,-2.843749693738122,6.296519219156041e-06,6.163544178091235e-05
241786_at,1.1176264426776052,6.301212585797235e-06,6.166646615030075e-05
225531_at,-1.863836348632919,6.3114665807228435e-06,6.175574300990894e-05
220178_at,0.7275664057782762,6.315277925662527e-06,6.178195983235976e-05
213895_at,-3.4509923403908367,6.3186503155847336e-06,6.180387375883498e-05
224737_x_at,0.4420713764807678,6.332036955129629e-06,6.192371348755063e-05
227692_at,-3.759584528640837,6.340077223536509e-06,6.199123518154767e-05
222140_s_at,1.3761111037828044,6.349214371635215e-06,6.206945570293362e-05
214110_s_at,-2.63915786537613,6.370511262779313e-06,6.226649967966191e-05
205186_at,0.7857423481515853,6.3717374280093285e-06,6.226733340793575e-05
218082_s_at,0.7770389829355242,6.393876370058909e-06,6.247249881873348e-05
1564166_s_at,0.2582130205859716,6.442647634981902e-06,6.293776002679028e-05
207559_s_at,0.6575859172443428,6.453926474188788e-06,6.302938064674025e-05
209821_at,-2.321264498493215,6.4543360712844e-06,6.302938064674025e-05
213147_at,-1.664236716313912,6.457131919697102e-06,6.304540304922148e-05
221685_s_at,0.8588918447036189,6.4651256235711065e-06,6.310087471546628e-05
225678_at,0.5885002266906101,6.464535998874183e-06,6.310087471546628e-05
1556608_a_at,0.3294049137239812,6.4673680681243266e-06,6.311147537817945e-05
238104_at,0.2581020798942326,6.471382156414425e-06,6.313935765372594e-05
222118_at,0.27305668804468564,6.480393924620692e-06,6.321598212902105e-05
233877_at,0.7136402418037333,6.4846087282692405e-06,6.324579338459737e-05
234088_at,0.4116094755429831,6.4937016128979274e-06,6.332316246745685e-05
222043_at,-2.5068764009920814,6.497312808037692e-06,6.334705890494626e-05
211996_s_at,1.7079554372437808,6.49927189081042e-06,6.335484203045936e-05
211970_x_at,0.7283961022002199,6.505481878144704e-06,6.340405275486782e-05
1558331_at,0.7042077350197959,6.507686129286089e-06,6.341421197113113e-05
227499_at,1.2983234568614264,6.514758169510511e-06,6.34717933119804e-05
1569827_at,0.3926632835593882,6.524255854394039e-06,6.355298238032702e-05
229650_s_at,-0.5465749421125592,6.529694953051657e-06,6.358243832864872e-05
201867_s_at,0.9097393973851791,6.528976801233931e-06,6.358243832864872e-05
225863_s_at,-2.111464674399885,6.530774643551636e-06,6.358243832864872e-05
210268_at,0.4126387819971722,6.559102254280078e-06,6.384684179353528e-05
1564796_at,-2.402134269407805,6.564089250764884e-06,6.38839920145322e-05
204290_s_at,-2.6941797913580343,6.570310574870633e-06,6.392174346985103e-05
1558710_at,1.0524351106589358,6.569166119812014e-06,6.392174346985103e-05
AFFX-HSAC07/X00351_3_at,0.48289156570135816,6.57224840548483e-06,6.392920080608743e-05
221883_at,0.8688627024219402,6.575840247436734e-06,6.395274142281709e-05
201327_s_at,0.7378338278314498,6.5793980099042745e-06,6.397594227375118e-05
38157_at,0.7244637974609756,6.584079892703132e-06,6.40100634955191e-05
204555_s_at,0.4718732937997703,6.587858726066444e-06,6.403539473018352e-05
213194_at,-1.2502288972878963,6.606696329866237e-06,6.420706534682503e-05
1557189_at,0.19791878750339498,6.61195064522128e-06,6.424668938321742e-05
228974_at,-1.5421437686668549,6.6167330461416115e-06,6.428171465385601e-05
225981_at,1.079852845858599,6.621363788859907e-06,6.430989536924176e-05
231854_at,-1.2904638462466078,6.621990362138162e-06,6.430989536924176e-05
226063_at,1.2559426991114266,6.6310544224101155e-06,6.438646492096099e-05
209276_s_at,-1.7550979702975065,6.647360107027966e-06,6.453330972633926e-05
